stock name,price,board,volume,date,time,Period End 1,Revenue 1,P&L 1,EPS 1,Period End 2,Revenue 2,P&L 2,EPS 2,Period End 3,Revenue 3,P&L 3,EPS 3,Period End 4,Revenue 4,P&L 4,EPS 4,Financial Date,Sales,Ebitda,Ebit,Net Profit,Intangibles,Fixed Asset,Long Term Investment,Inventories,Cash,Current Liabilites,Long_debt,Provisions,Minorities,Total Shareholder Equity,Operating Margin,Return on Equity Capital,Net Profit Margin,Current Ratio,Debt to Capital at book 
MIECO CHIPBOARD BHD,0.280,Main,"5,730",06 Mar 2019,7:11 PM,31 Dec 2018,"112,596","-39,104",-7.45,30 Sep 2018,"128,272","-6,816",-1.30,30 Jun 2018,"98,374","-7,520",-1.43,31 Mar 2018,"80,605","-7,143",-1.36,31 Dec 2017,"349,306",-,-,"47,949",0,"435,160",0,"68,945","18,136","137,123","14,428","13,072",0,"402,715",15.03,-,13.73,1.12,-
MALAYAN FLOUR MILLS BHD,0.705,Main,"292,475",06 Mar 2019,7:11 PM,31 Dec 2018,"669,536","21,444",3.02,30 Sep 2018,"642,746","-2,828",-0.94,30 Jun 2018,"547,677","6,165",0.87,31 Mar 2018,"563,815","2,685",0.29,31 Dec 2017,"2,402,283","168,472","115,010","68,568","2,951","769,062","50,537","493,018","257,768","1,032,079","76,194",0,0,"907,264",5.08,7.52,2.85,1.15,0.47
MICROLINK SOLUTIONS BHD,0.405,Ace,0,06 Mar 2019,7:11 PM,31 Dec 2018,"45,235",-648,-0.38,30 Sep 2018,"51,527",333,0.18,30 Jun 2018,"40,534",-645,-0.46,31 Mar 2018,"47,249","-52,282",-31.04,31 Mar 2018,"206,043",-,-,"-50,631","23,741","1,029",105,"16,177","19,414","78,454",0,"1,504",0,"30,671",-22.34,-,-24.57,1.43,-
MINHO (M) BHD,0.295,Main,745,06 Mar 2019,7:11 PM,31 Dec 2018,"61,821","2,421",0.61,30 Sep 2018,"62,938","3,468",1.35,31 Mar 2018,"72,866","2,939",1.12,31 Dec 2017,"66,756","3,079",1.04,31 Dec 2017,"286,529","28,731","21,401","12,062",0,"187,565",725,"125,563","33,255","64,009","3,040",0,0,"396,339",8.2,3.09,4.21,3.27,0.08
MINETECH RESOURCES BHD,0.050,Main,"3,860",06 Mar 2019,7:11 PM,31 Dec 2018,"38,595","-2,291",-0.30,30 Sep 2018,"36,649","-1,335",-0.17,30 Jun 2018,"33,561",-491,-0.12,31 Mar 2018,"29,365","2,448",0.26,31 Mar 2018,"121,127",-,-,"-2,924","3,191","51,083",0,"7,272","8,399","51,417","9,760",0,0,"75,744",2.66,-,-2.41,1.46,-
MITRAJAYA HOLDINGS BHD,0.335,Main,"8,170",06 Mar 2019,7:11 PM,31 Dec 2018,"162,637","9,436",1.12,30 Sep 2018,"203,976","4,539",0.56,30 Jun 2018,"206,754","9,545",1.15,31 Mar 2018,"265,061","18,601",2.79,31 Dec 2017,"1,164,202",-,-,"80,350","2,209","116,272","1,173","307,405","25,760","591,728","38,106",0,0,"753,340",9.68,-,6.9,1.61,-
MAJUPERAK HOLDINGS BHD,0.210,Main,705,06 Mar 2019,7:11 PM,31 Dec 2018,"4,017","-7,129",-2.85,30 Sep 2018,"19,167","13,474",5.24,30 Jun 2018,"1,374","-1,870",-0.65,31 Dec 2017,"3,991","-5,271",-2.05,31 Dec 2017,"11,291",-,-,"-11,009","13,209","21,649","12,293","34,361","2,582","49,057","10,923",0,0,"207,657",-74.34,-,-97.5,1.51,-
MKH BERHAD,1.260,Main,"2,032",06 Mar 2019,7:11 PM,31 Dec 2018,"267,846","30,013",4.50,30 Sep 2018,"333,490","8,854",0.89,30 Jun 2018,"228,433","21,864",3.88,31 Mar 2018,"325,487","27,427",4.23,30 Sep 2017,"1,068,833","285,629","248,923","128,207","22,015","495,022","59,614","628,154","264,610","855,546","442,988","11,453",0,"1,507,821",22.56,9.1,12,1.57,0.24
MLABS SYSTEMS BHD,0.045,Ace,"2,830",06 Mar 2019,7:11 PM,31 Dec 2018,572,-506,-0.07,30 Sep 2018,"3,476","-2,270",-0.33,30 Jun 2018,379,-411,-0.06,30 Jun 2018,379,-411,-0.06,31 Mar 2018,"2,104",-,-,"-3,895","1,158","1,331",13,698,"44,883",228,0,0,0,"65,968",-192.06,-,-185.12,278.04,-
MK LAND HOLDINGS BHD,0.195,Main,"3,768",06 Mar 2019,7:11 PM,31 Dec 2018,"45,810","2,169",0.18,30 Sep 2018,"49,547","2,422",0.20,30 Jun 2018,"40,094","11,260",0.93,31 Mar 2018,"35,147","4,638",0.39,30 Jun 2018,"181,878",-,-,"24,499",0,"177,560",0,"260,606","59,370","258,931","18,247",0,0,"1,199,450",27.32,-,13.47,1.84,-
MISC BHD,6.800,Main,"13,007",06 Mar 2019,7:11 PM,31 Dec 2018,"2,388,500","326,900",7.60,30 Sep 2018,"2,229,200","339,200",7.60,30 Jun 2018,"2,141,800","309,200",7.20,31 Mar 2018,"2,020,800","309,000",7.00,31 Dec 2017,"10,068,212","4,801,642","2,804,517","1,981,509","844,379","22,982,431","1,348,453","198,592","5,900,724","9,952,235","3,946,285",0,0,"35,904,764",22.53,5.27,19.68,1.05,0.23
MMAG HOLDINGS BERHAD,0.225,Ace,0,06 Mar 2019,7:11 PM,31 Dec 2018,"17,216","-6,542",-1.03,30 Sep 2018,"11,120","-2,885",-0.54,30 Jun 2018,"8,194","-3,657",-0.79,31 Mar 2018,"23,965","-9,949",-2.19,31 Mar 2018,"141,184",-,-,"-18,021","9,413","33,101",0,"1,230","67,819","22,059","3,988",0,0,"109,628",-12.07,-,-12.76,4.06,-
MINDA GLOBAL BERHAD,0.050,Main,300,06 Mar 2019,7:11 PM,31 Dec 2018,"23,366","-1,452",-0.12,30 Sep 2018,"24,209","-5,136",-0.41,30 Jun 2018,"23,203","-5,997",-0.48,31 Mar 2018,"23,114","-4,583",-0.37,31 Dec 2017,0,-,-,-157,0,0,0,0,0,157,0,0,0,-157,-,-,-,0,-
MMS VENTURES BHD,0.990,Main,"1,643",06 Mar 2019,7:11 PM,31 Dec 2018,"9,789",592,0.29,30 Sep 2018,"9,894","1,619",1.01,30 Jun 2018,"12,241","2,771",1.73,31 Mar 2018,"15,919","3,992",2.48,31 Dec 2017,"75,572",-,-,"21,055",0,"9,230",0,"9,748","28,738","12,609",0,0,0,"58,073",28.07,-,27.86,4.91,-
MILUX CORPORATION BHD,0.680,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"17,711","-2,110",-3.88,30 Sep 2018,"21,177",71,0.13,30 Jun 2018,"20,426",749,1.38,31 Dec 2017,"20,265",-447,-0.82,31 Dec 2017,"79,695",-,-,-839,222,"7,564",292,"22,912","7,202","15,113",0,0,0,"44,551",-0.14,-,-1.05,3.46,-
MMC CORPORATION BHD,1.160,Main,"55,884",06 Mar 2019,7:11 PM,31 Dec 2018,"1,585,643","129,827",3.90,30 Sep 2018,"944,077","52,260",1.30,30 Jun 2018,"1,200,819","29,406",0.70,31 Mar 2018,"1,279,683","55,542",1.40,31 Dec 2017,"4,160,095","1,453,809","916,404","225,408","2,964,383","7,088,789","5,073,185","119,082","1,005,525","3,734,197","7,474,881","16,595",0,"10,232,708",22.67,2.2,5.42,0.95,0.39
MALAYSIA PACIFIC CORP BHD,0.045,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"4,157","-3,786",-1.32,30 Sep 2018,"2,623","-4,560",-1.59,31 Mar 2018,"1,532","-4,782",-1.66,31 Dec 2017,"1,493","-3,807",-1.32,30 Jun 2018,"14,899",-,-,"-1,989",0,"1,037",0,"12,853","1,855","322,141",0,0,0,"136,538",67.84,-,-13.35,0.86,-
MPHB Capital Berhad,1.090,Main,826,06 Mar 2019,7:11 PM,31 Dec 2018,"116,867","5,375",0.15,30 Sep 2018,"118,430","18,077",0.92,30 Jun 2018,"116,421","9,056",1.12,31 Dec 2017,"126,228","40,998",5.69,31 Dec 2017,"482,274",-,-,"81,922","36,549","75,296","441,556",231,"679,404","899,514","16,000",0,0,"1,598,256",23.5,-,16.99,1.74,-
MNRB HOLDINGS BHD,1.000,Main,"46,416",06 Mar 2019,7:11 PM,31 Dec 2018,"565,848","-12,504",-3.20,30 Sep 2018,"561,801","19,698",6.20,30 Jun 2018,"544,323","28,278",8.80,31 Mar 2018,"636,706","29,406",9.20,31 Mar 2018,-,-,-,"140,865",-,-,-,-,"142,099",-,-,-,-,-,-,-,-,-,-
MANAGEPAY SYSTEMS BERHAD,0.125,Ace,"97,025",06 Mar 2019,7:11 PM,31 Dec 2018,"2,813","-1,378",-0.17,30 Sep 2018,"3,512","-2,744",-0.39,30 Jun 2018,"2,993","-1,789",-0.25,31 Mar 2018,"3,610","-2,407",-0.34,31 Dec 2017,"8,184","-4,577","-8,659","-6,359","15,621","16,604","2,505","6,151","5,734","5,183",0,0,0,"95,017",-82.7,-6.48,-77.7,12.64,0
MRCB-QUILL REIT,1.080,Main,904,06 Mar 2019,7:11 PM,31 Dec 2018,"41,814","8,047",1.83,30 Sep 2018,"43,594","20,588",1.92,30 Jun 2018,"43,691","23,486",2.19,31 Mar 2018,"44,293","21,009",1.97,31 Dec 2017,"181,501","141,060","126,404","69,910",0,173,0,0,"76,041","150,000","736,584",0,0,"1,384,725",60.84,5.09,38.52,0.71,0.37
MNC WIRELESS BHD,0.040,Ace,0,06 Mar 2019,7:11 PM,31 Dec 2018,"5,590","-1,311",-0.30,30 Sep 2018,"3,749",-369,-0.09,30 Jun 2018,"3,776",-820,-0.19,31 Mar 2018,"3,503",-846,-0.18,31 Dec 2017,"16,364",-,-,-699,0,"8,553","1,780",0,"24,766","4,052",881,0,0,"40,220",-4,-,-4.27,8.96,-
MALAYSIAN PACIFIC INDUSTRIES,9.950,Main,"1,310",06 Mar 2019,7:11 PM,31 Dec 2018,"398,162","49,572",20.64,30 Sep 2018,"413,756","53,281",22.25,30 Jun 2018,"393,101","48,101",20.55,31 Mar 2018,"366,333","31,709",13.68,30 Jun 2018,"1,542,320",-,-,"142,464",0,"646,693",46,"118,078","647,621","290,656",0,245,0,"1,404,929",13.63,-,9.24,3.5,-
MQ TECHNOLOGY BHD,0.030,Ace,0,06 Mar 2019,7:11 PM,31 Dec 2018,"4,955","-3,272",-0.66,30 Sep 2018,"6,960",-793,-0.16,30 Jun 2018,"6,072","-1,449",-0.29,31 Mar 2018,"6,660",158,0.04,31 Dec 2017,"26,075",-,-,"-3,208",0,"21,349",0,"1,841","6,750","11,000",682,0,0,"41,617",-10.79,-,-12.3,3.12,-
MALAYSIAN RESOURCES CORPORATION BERHAD,0.835,Main,"315,702",06 Mar 2019,7:11 PM,31 Dec 2018,"374,106","26,315",0.60,30 Sep 2018,"663,754","18,445",0.45,30 Jun 2018,"405,249","32,269",0.76,31 Mar 2018,"427,596","25,626",0.49,31 Dec 2017,"2,823,651","412,552","340,200","167,575","225,633","614,240","609,518","851,433","681,068","3,987,799","891,248","18,626",0,"4,928,588",12.87,4.21,5.93,1.5,0.33
MSM MALAYSIA HOLDINGS BERHAD,2.000,Main,"3,054",06 Mar 2019,7:11 PM,31 Dec 2018,"531,127","-10,388",-1.48,30 Sep 2018,"562,054","15,876",2.26,30 Jun 2018,"573,223","14,330",2.04,31 Dec 2017,"656,121","13,082",1.86,31 Dec 2017,"2,656,053","49,230","-3,886","-32,574","644,572","1,457,282","4,766","718,045","170,527","1,029,377","370,339",0,0,"1,930,126",0.25,-1.66,-1.23,1.26,0.32
MALAYSIA SMELTING CORPORATION,0.925,Main,"4,196",06 Mar 2019,7:11 PM,31 Dec 2018,"287,704","15,592",3.90,30 Sep 2018,"309,432","11,659",2.90,30 Jun 2018,"326,816","2,459",2.50,31 Mar 2018,"356,954","4,584",4.60,31 Dec 2017,"1,436,177",-,-,"16,105","5,942","156,309","56,513","469,677","68,678","554,122",0,"27,904",0,"291,049",2.99,-,1.12,1.14,-
MTOUCHE TECHNOLOGY BHD,0.055,Ace,"4,850",06 Mar 2019,7:11 PM,31 Dec 2018,"2,642","-1,975",-0.39,30 Sep 2018,"2,908","-1,608",-0.26,31 Mar 2018,"11,390","1,338",0.29,31 Dec 2017,"3,656","-2,939",-0.83,30 Jun 2018,"19,590",-,-,"1,392","3,925","3,298",0,0,"32,637","11,086",0,631,0,"86,532",9.29,-,7.11,8.23,-
MULTI-USAGE HOLDINGS BHD,0.480,Main,810,06 Mar 2019,7:11 PM,31 Dec 2018,"3,142",-246,-0.44,30 Sep 2018,"2,849",-838,-1.49,30 Sep 2018,"2,849",-838,-1.49,30 Jun 2018,"2,861","-2,116",-3.75,30 Jun 2018,"7,506",-,-,"-6,002","7,400","7,283",2,"36,030","5,526","3,888",0,0,0,"67,039",-82.44,-,-79.96,11.91,-
MESINIAGA BHD,1.580,Main,493,06 Mar 2019,7:11 PM,31 Dec 2018,"49,730","-10,699",-18.05,30 Sep 2018,"53,234","1,567",2.23,30 Jun 2018,"40,276",249,0.21,31 Mar 2018,"37,638",857,1.24,31 Dec 2017,"226,255",-,-,"16,420",515,"40,977",121,"8,473","40,668","79,612",0,771,0,"137,176",7.12,-,7.26,2.08,-
MALAYAN UNITED INDUSTRIES BHD,0.170,Main,"11,103",06 Mar 2019,7:11 PM,31 Dec 2018,"110,614","-1,457",-0.12,30 Sep 2018,"103,227","7,884",0.09,30 Jun 2018,"99,013","-33,043",-1.20,31 Mar 2018,"92,951","-4,377",-0.19,30 Jun 2018,"405,662",-,-,"-56,077","25,179","619,908","413,992","151,353","251,233","282,468","727,961","5,864",0,"760,162",-0.3,-,-13.82,2.09,-
METRONIC GLOBAL BHD,0.085,Main,"24,209",06 Mar 2019,7:11 PM,31 Dec 2018,"6,792","-1,819",-0.57,30 Sep 2018,"4,215","-1,637",-0.19,30 Jun 2018,"7,749",152,0.02,31 Mar 2018,"4,271","-3,410",-0.39,30 Jun 2018,"43,664",-,-,"-4,295",0,"9,084","7,534","18,485","12,235","31,817",0,0,0,"70,972",-5.82,-,-9.84,1.88,-
MUDA HOLDINGS BHD,1.920,Main,"12,077",06 Mar 2019,7:11 PM,31 Dec 2018,"437,626","27,911",8.28,30 Sep 2018,"381,227","24,812",8.22,30 Jun 2018,"353,809","11,102",3.77,31 Mar 2018,"371,598","15,826",5.15,31 Dec 2017,"1,448,451",-,-,"58,766","9,983","1,148,442","24,472","258,945","91,916","676,256","83,058","50,008",0,"988,621",6.4,-,4.06,1.01,-
MUDAJAYA GROUP BHD,0.295,Main,"1,666",06 Mar 2019,7:11 PM,31 Dec 2018,"125,737","-242,896",-39.77,30 Sep 2018,"148,181","-48,787",-8.38,30 Jun 2018,"301,378","-76,460",-13.13,31 Mar 2018,"187,367","-34,297",-5.69,31 Dec 2017,"545,380",-,-,"-123,912","10,533","48,018","433,020","100,882","456,853","783,352","396,146",0,0,"648,920",-14.25,-,-22.72,1.56,-
MTD ACPI ENGINEERING BHD,0.150,Main,"1,344",06 Mar 2019,7:11 PM,31 Dec 2018,"71,554","1,963",0.86,30 Sep 2018,"58,555","-2,003",-0.86,30 Jun 2018,"54,796","-4,425",-1.83,31 Mar 2018,"62,154",-708,-0.22,31 Mar 2018,"274,155",-,-,"7,161",0,"116,608",720,"23,845","22,534","282,927",0,"6,944",0,"95,104",5.58,-,2.61,0.88,-
MUHIBBAH ENGINEERING (M) BHD,2.970,Main,"3,741",06 Mar 2019,7:11 PM,31 Dec 2018,"451,871","64,831",7.87,31 Dec 2018,"451,871","64,831",7.87,31 Dec 2018,"425,112","64,831",7.87,30 Sep 2018,"557,326","64,366",7.84,31 Dec 2017,"1,396,656",-,-,"131,608","4,795","887,746","503,867","232,185","626,511","1,788,083","91,829",0,0,"1,481,434",17.56,-,9.42,1.09,-
MYCRON STEEL BHD,0.285,Main,"3,190",06 Mar 2019,7:11 PM,31 Dec 2018,"188,368","-3,832",-1.35,30 Sep 2018,"196,711","1,449",0.51,30 Jun 2018,"207,588","1,252",0.44,31 Mar 2018,"206,877","3,879",1.37,30 Jun 2018,"793,374",-,-,"16,101","20,000","288,470",0,"205,190","51,022","279,559",751,0,0,"391,572",3.79,-,2.03,1.38,-
MUI PROPERTIES BHD,0.180,Main,"26,395",06 Mar 2019,7:11 PM,31 Dec 2018,"15,434","3,603",0.23,30 Sep 2018,"12,279","5,013",0.46,31 Mar 2018,"14,096","3,304",0.24,31 Dec 2017,"5,985",807,0.04,30 Jun 2018,"40,318",-,-,"2,712",0,"8,556","67,303","117,346","57,618","24,772",0,60,0,"330,477",25.6,-,6.73,8.57,-
MY E.G. SERVICES BHD,1.190,Main,"2,638,625",06 Mar 2019,7:11 PM,31 Dec 2018,"116,233","58,123",1.70,30 Sep 2018,"138,334","-97,757",-2.70,30 Jun 2018,"107,442","55,509",1.60,31 Mar 2018,"111,530","58,112",1.60,30 Jun 2017,"371,215","224,003","204,359","201,511","18,549","349,451","22,707","1,810","121,810","195,570","110,973",0,0,"551,941",55.69,42.33,54.28,2.3,0.16
MULPHA INTERNATIONAL BHD,2.600,Main,"7,158",06 Mar 2019,7:11 PM,31 Dec 2018,"274,549","95,891",30.02,30 Sep 2018,"168,545","-6,582",-2.08,30 Jun 2018,"159,987","114,196",35.69,31 Mar 2018,"181,823","32,224",10.15,31 Dec 2017,"1,170,015",-,-,"369,315","2,725","955,760","1,781,020","714,622","488,337","1,187,421","1,304,937","3,429",0,"3,314,932",47.17,-,31.56,1.25,-
MYNEWS HOLDINGS BERHAD,1.380,Main,971,06 Mar 2019,7:11 PM,31 Oct 2018,"109,341","5,584",0.89,31 Jul 2018,"97,882","7,265",1.06,30 Apr 2018,"94,181","6,829",1.00,31 Jan 2018,"90,124","6,341",0.93,31 Oct 2017,"327,598","36,164","30,107","24,021",0,"80,595","4,625","31,726","23,034","39,197","5,500",0,0,"241,631",9.5,12.19,7.33,5.2,0.03
N2N CONNECT BHD,0.905,Ace,"3,738",06 Mar 2019,7:11 PM,31 Dec 2018,"27,802","2,684",0.49,30 Sep 2018,"25,238","2,122",0.39,30 Sep 2018,"25,238","2,122",0.39,30 Jun 2018,"29,332","1,310",0.26,31 Dec 2017,"97,285",-,-,"23,977","73,668","36,953",61,0,"97,365","58,877","28,923","2,434",0,"189,804",28.19,-,24.65,2.74,-
NEXGRAM HOLDINGS BERHAD,0.020,Ace,"1,220",06 Mar 2019,7:11 PM,31 Oct 2018,"11,651",-587,-0.05,31 Jul 2018,"13,246","-48,651",-2.56,31 Jul 2018,"13,246","-48,651",-2.56,30 Apr 2018,"11,472","-3,031",-0.16,31 Jul 2018,"45,635",-,-,"-61,649","49,671","5,093","10,913","3,333","12,605","42,488","52,040",0,0,"155,385",-125.02,-,-135.09,0.83,-
NATIONWIDE EXPRESS HOLDINGS BERHAD,0.320,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"19,052",-928,-0.75,30 Sep 2018,"21,712",-961,-0.78,30 Jun 2018,"15,613","-2,719",-2.26,31 Mar 2018,"18,921","-7,109",-5.91,31 Mar 2018,"80,018",-,-,"-9,723",0,"26,960",0,952,"3,335","22,256",0,0,0,"30,206",-11.67,-,-12.15,1.14,-
NETX HOLDINGS BHD,0.015,Ace,"182,237",06 Mar 2019,7:11 PM,31 Dec 2018,"4,081","-6,794",-0.24,30 Sep 2018,"4,957",-741,-0.03,30 Jun 2018,"3,483","-3,753",-0.15,31 Mar 2018,"3,703","-6,738",-0.29,30 Jun 2018,"17,567",-,-,"-10,265","11,671","6,401","4,146",42,"42,426","1,609","2,249",0,0,"92,105",-63.53,-,-58.43,45.83,-
NESTLE (M) BHD,147.300,Main,518,06 Mar 2019,7:11 PM,31 Dec 2018,"1,347,864","123,824",52.80,30 Sep 2018,"1,432,452","137,687",58.72,30 Jun 2018,"1,309,059","166,162",70.86,31 Mar 2018,"1,429,670","231,216",98.60,31 Dec 2017,"5,260,490","983,072","848,687","645,795","61,986","1,373,652","4,709","467,316","12,615","1,622,058","84,264","89,749",0,"639,928",16.16,100.35,12.28,0.66,0.17
NICHE CAPITAL EMAS HLDG BHD,0.035,Main,500,06 Mar 2019,7:11 PM,31 Dec 2018,"1,314",-271,-0.08,30 Sep 2018,"2,201",168,0.05,30 Jun 2018,"3,396","6,026",1.81,31 Dec 2017,"5,001","-2,038",-0.61,30 Jun 2018,"13,159",-,-,946,0,288,0,"16,627",800,"9,348",0,0,0,"19,593",9.48,-,7.19,3.07,-
NEXTGREEN GLOBAL BERHAD,0.475,Main,"7,450",06 Mar 2019,7:11 PM,31 Dec 2018,"8,410",112,0.02,30 Sep 2018,"8,232",52,0.11,30 Jun 2018,"11,757","1,093",0.25,31 Dec 2017,"5,799",312,0.07,30 Jun 2018,"29,849",-,-,"-1,771",500,"41,399",13,"30,631",586,"10,909","5,147",0,0,"118,487",-5.61,-,-5.93,7.76,-
NAIM HOLDINGS BHD,0.950,Main,"55,757",06 Mar 2019,7:11 PM,31 Dec 2018,"142,982","38,475",17.42,30 Sep 2018,"178,760","30,530",12.80,30 Jun 2018,"116,196","9,650",3.87,31 Mar 2018,"143,993","-15,675",-6.79,31 Dec 2017,"365,203",-,-,"-168,853","4,876","103,648","363,865","621,645","76,261","785,803","159,636",0,0,"1,147,827",-32.75,-,-46.24,1.39,-
NI HSIN RESOURCES BHD,0.290,Main,"33,759",06 Mar 2019,7:11 PM,31 Dec 2018,"9,796","-1,034",-0.35,30 Sep 2018,"8,538","6,165",2.12,30 Jun 2018,"7,367","-2,822",-0.98,31 Mar 2018,"7,494",-144,-0.05,31 Dec 2017,"39,612","4,478","1,931","2,085","5,105","46,843",0,"20,191","9,439","6,814",0,0,0,"80,118",6.68,2.7,5.26,5.48,0
NOTION VTEC BHD,0.595,Main,"38,914",06 Mar 2019,7:11 PM,31 Dec 2018,"63,338","-2,169",-0.65,30 Sep 2018,"70,137","36,468",10.96,30 Jun 2018,"67,339","19,188",5.77,31 Mar 2018,"60,390","17,983",5.42,30 Sep 2017,"275,232","41,444","9,130","12,958",0,"218,025",0,"46,076","86,359","48,761","2,212",0,0,"357,253",5.62,4.01,4.71,4.19,0.03
NEW HOONG FATT HOLDINGS BHD,2.700,Main,19,06 Mar 2019,7:11 PM,31 Dec 2018,"63,236","4,827",5.84,30 Sep 2018,"68,189","4,480",5.42,30 Jun 2018,"65,494","2,875",3.48,31 Mar 2018,"60,099","1,826",2.43,31 Dec 2017,"250,606",-,-,"20,328",0,"381,087",130,"47,877","24,504","66,495","11,184",189,0,"426,594",10.39,-,8.11,2.03,-
NOVA MSC BHD,0.120,Ace,"75,348",06 Mar 2019,7:11 PM,31 Dec 2018,"18,111","1,062",0.15,30 Sep 2018,"11,382","1,461",1.07,30 Jun 2018,"12,854",543,0.24,31 Mar 2018,"14,043","-5,775",-0.68,31 Mar 2018,"72,974",-,-,"-2,624","21,109","1,637",926,109,"16,242","20,974",0,0,0,"40,700",-4.61,-,-3.6,2.63,-
NTPM HOLDINGS BHD,0.510,Main,260,06 Mar 2019,7:11 PM,31 Oct 2018,"177,943","3,611",0.30,31 Jul 2018,"172,403","6,582",0.60,30 Apr 2018,"164,519","1,180",0.11,30 Apr 2018,"164,519","1,180",0.11,30 Apr 2018,"690,928",-,-,"29,710","20,159","411,457",0,"180,882","47,208","266,258","55,490","3,649",0,"458,829",7.3,-,4.3,1.42,-
NWP HOLDINGS BHD,0.065,Main,"7,807",06 Mar 2019,7:11 PM,30 Nov 2018,"1,835","-1,128",-0.29,31 Aug 2018,"1,851","-14,947",-3.81,31 May 2018,"2,446",-936,-0.26,31 May 2018,"2,446",-936,-0.26,31 Aug 2017,"16,117","-10,709","-11,991","-11,971",0,"36,699","1,757","5,769",937,"11,435",0,0,0,"46,329",-74.17,-27.57,-74.28,2.12,0
OCB BHD,0.390,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"59,048","-5,173",-5.02,30 Sep 2018,"66,518",827,0.80,30 Jun 2018,"61,048","-1,217",-1.18,31 Dec 2017,"70,104","-21,799",-21.19,31 Dec 2017,"270,309","14,987","-16,137","-21,549","53,350","111,704",0,"26,029","46,383","63,994","24,992",0,0,"218,258",-5.91,-9.39,-7.97,2.13,0.15
NEGRI SEMBILAN OIL PALMS BHD,3.270,Main,0,06 Mar 2019,7:11 PM,30 Sep 2018,"14,568","1,942",2.29,30 Jun 2018,"15,662","15,002",15.20,31 Dec 2017,"20,674",459,0.57,31 Dec 2016,"19,376","6,988",6.83,31 Dec 2017,"88,617",-,-,"9,478",0,"483,352","129,627","3,046","128,867","10,406",0,0,0,"679,273",16.55,-,10.7,13.68,-
OCEANCASH PACIFIC BHD,0.435,Main,"6,937",06 Mar 2019,7:11 PM,31 Dec 2018,"19,893",33,0.01,30 Sep 2018,"22,792","2,235",1.00,30 Jun 2018,"20,231","1,317",0.59,31 Mar 2018,"22,262","2,493",1.12,31 Dec 2017,"89,730",-,-,"9,818","5,504","49,296",0,"10,854","15,508","18,342","1,786",0,0,"81,302",12.94,-,10.94,2.55,-
ORIENTAL FOOD INDUSTRIES HLDG,0.785,Main,"1,940",06 Mar 2019,7:11 PM,31 Dec 2018,"80,978","5,119",2.13,30 Sep 2018,"73,692","2,670",1.11,30 Jun 2018,"66,829","3,135",1.31,31 Mar 2018,"73,223",267,0.11,31 Mar 2018,"288,310",-,-,"11,202",0,"142,919",372,"29,145","6,101","48,347","12,606",0,0,"184,891",3.17,-,3.89,2.12,-
NYLEX (M) BHD,0.665,Main,562,06 Mar 2019,7:11 PM,30 Nov 2018,"434,364","1,443",0.11,31 Aug 2018,"420,401","3,334",1.64,31 May 2018,"424,593","5,874",3.03,28 Feb 2018,"344,781","4,952",2.51,31 May 2018,"1,446,375",-,-,"19,093","102,798","146,197",573,"90,363","108,518","371,770","41,368","4,672",0,"360,236",2.89,-,1.32,1.36,-
OCK GROUP BERHAD,0.560,Main,"24,699",06 Mar 2019,7:11 PM,31 Dec 2018,"134,505","7,472",0.79,30 Sep 2018,"109,783","9,643",0.89,30 Jun 2018,"115,548","7,135",0.48,31 Mar 2018,"97,516","7,003",0.59,31 Dec 2017,"492,189",-,-,"24,629","163,986","383,457",0,"70,791","118,884","434,967","167,386","2,569",0,"466,392",13.16,-,5,1.18,-
ORIENTAL INTEREST BHD,2.050,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"63,593","31,921",15.35,30 Sep 2018,"71,638","14,058",7.54,30 Jun 2018,"90,363","14,954",8.28,31 Mar 2018,"71,190","9,498",4.16,30 Jun 2018,"269,036",-,-,"37,921",0,"72,544","5,267","213,495","26,226","218,305","67,510",0,0,"471,315",25.38,-,14.1,2.38,-
OKA CORPORATION BHD,0.640,Main,"1,045",06 Mar 2019,7:11 PM,31 Dec 2018,"34,115","2,109",0.86,30 Sep 2018,"31,797","3,038",1.86,30 Jun 2018,"31,573","3,238",1.98,31 Mar 2018,"36,705","7,505",4.59,31 Mar 2018,"144,429",-,-,"24,617",0,"62,113",12,"41,349","56,762","29,903",0,0,0,"181,652",22.24,-,17.04,5.01,-
OMESTI BHD,0.375,Main,"2,481",06 Mar 2019,7:11 PM,31 Dec 2018,"56,076","-5,935",-1.14,30 Sep 2018,"74,709","-7,655",-1.70,30 Jun 2018,"53,207","-5,805",-1.29,31 Mar 2018,"83,751","-126,907",-24.38,31 Mar 2018,"354,599",-,-,"-131,644","45,394","11,836","105,055","39,003","40,377","186,155",0,"3,686",0,"167,407",-39.67,-,-37.12,1.06,-
OLYMPIA INDUSTRIES BHD,0.110,Main,"2,570",06 Mar 2019,7:11 PM,31 Dec 2018,"33,859","-5,089",-0.50,30 Sep 2018,"35,035","11,316",1.10,30 Jun 2018,"28,047","-1,593",-0.10,31 Mar 2018,"33,839","5,935",0.60,31 Dec 2017,"186,427",-,-,"13,290",0,"9,792",0,"61,365","29,165","157,326","169,096",0,0,"402,023",19.17,-,7.13,1.21,-
